u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,rule,lts,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
1644872638,8752945384,0,338145733,,,track,,"LINESTRING (780479.2949501439 5116516.195634189, 780486.198951185 5116537.642752604, 780499.8744282436 5116556.716691956, 780515.9775694439 5116578.37340653, 780532.5037950601 5116612.084718115, 780533.9303167104 5116617.605376218)",116.109,m15,3,57.417232513427734,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1644872647,912302822,0,151649370,2,Via Risorgimento,residential,,"LINESTRING (780719.395586191 5116548.086990416, 780746.0355503524 5116535.000971682, 780774.356184994 5116524.252144439, 780792.7834764111 5116517.124942734, 780811.4098262187 5116511.565592034, 780841.5427733378 5116502.648047787, 780857.8556991543 5116500.289436689, 780878.3242920125 5116492.866361207)",168.349,m9,2,1.8112159967422485,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1644872647,912296928,0,151649370,2,Via Risorgimento,residential,,"LINESTRING (780719.395586191 5116548.086990416, 780716.1596732798 5116549.464033383, 780708.8676617676 5116552.046952735, 780682.5624590568 5116558.3348146165, 780664.5532867906 5116567.997621208)",58.565,m9,2,2.9996490478515625,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1644872647,1644872691,0,151649371,,,residential,,"LINESTRING (780719.395586191 5116548.086990416, 780733.5587521351 5116577.615854143, 780765.3045617908 5116649.689481365, 780832.2046247335 5116762.129808256)",242.093,m9,2,2.8481318950653076,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1644872691,1644872647,0,151649371,,,residential,,"LINESTRING (780832.2046247335 5116762.129808256, 780765.3045617908 5116649.689481365, 780733.5587521351 5116577.615854143, 780719.395586191 5116548.086990416)",242.093,m9,2,2.8468034267425537,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1711180076,1263785154,0,159007479,,,track,,"LINESTRING (779797.1328140884 5117564.225872735, 779798.1806838035 5117567.201784917)",3.153,m15,3,13.609057426452637,10-20: extreme,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711180076,3647507513,0,159007479,,,track,,"LINESTRING (779797.1328140884 5117564.225872735, 779788.1048926243 5117544.374842516, 779781.9208336803 5117530.866078518, 779777.9384377846 5117518.448733219, 779774.5423463337 5117508.440688691, 779773.935106816 5117502.423255309, 779773.8363163231 5117497.8095682, 779771.9709245819 5117495.453191113, 779770.3019819171 5117494.386112565, 779767.7597988741 5117494.481549347, 779765.3478425695 5117496.130459133, 779764.3801233261 5117499.192449398, 779765.0622229315 5117504.756835404, 779767.0433922962 5117510.16901461, 779767.5799954913 5117513.667101278, 779767.1047631002 5117523.565145274, 779765.3775439288 5117536.311798496, 779761.6780917052 5117547.008929164, 779754.869959068 5117564.27746217, 779749.3131185635 5117576.849233712)",165.798,m15,3,38.18390655517578,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711180122,1263784996,0,337892282,,,track,,"LINESTRING (780032.1190589818 5118081.607103548, 780044.6457112598 5118040.46323009, 780053.8477482065 5118009.766295803, 780062.4112910123 5117977.637376006, 780063.1859600424 5117960.694464956, 780062.0624898546 5117938.732702048, 780059.3907878094 5117924.404418478)",161.777,m15,2,6.259556770324707,5-8: medium,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711192657,1711192659,0,588926949,,,track,,"LINESTRING (779107.6040780265 5117281.874771404, 779104.9916411776 5117285.040040922)",4.099,m15,3,15.256505966186523,10-20: extreme,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711192657,326044370,0,588926954,,,track,,"LINESTRING (779107.6040780265 5117281.874771404, 779110.875237952 5117270.534370751, 779110.5081804728 5117256.512129274, 779107.4799348956 5117245.875600473, 779104.3833493819 5117236.738937881, 779101.3555853209 5117226.091303106, 779101.3386810583 5117215.591962421, 779101.8842759994 5117203.615269788, 779104.886089639 5117192.752454348, 779105.623739051 5117182.165022788, 779104.7917877467 5117172.741869223, 779105.7740847624 5117166.975107934)",117.247,m15,3,18.25106430053711,10-20: extreme,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711192659,1711192657,0,588926949,,,track,,"LINESTRING (779104.9916411776 5117285.040040922, 779107.6040780265 5117281.874771404)",4.099,m15,3,15.256505966186523,10-20: extreme,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711192659,1711192667,0,588926949,,,track,,"LINESTRING (779104.9916411776 5117285.040040922, 779103.4379926845 5117284.835664606, 779101.8217134102 5117286.175945074, 779099.2162731187 5117291.056042363, 779097.6064245275 5117298.029996672, 779095.0802088908 5117308.814280027, 779095.6062054434 5117319.347946961, 779098.7482974797 5117327.484697734, 779101.8443213243 5117336.632470172, 779103.3896302064 5117346.700450711, 779103.4369984996 5117356.700190257, 779101.499496385 5117367.299761265, 779099.8618473341 5117376.922141267, 779097.2435362798 5117382.425107721, 779093.9415465437 5117385.781628119, 779088.5787129372 5117387.329760477, 779084.0612295162 5117385.09773204, 779077.9346690224 5117382.180084301, 779072.3008222526 5117376.768793267, 779064.3212848511 5117368.667766611, 779056.0963240908 5117362.04741642, 779047.6737254856 5117354.160030258, 779036.0910087164 5117344.135891609, 779030.4752492632 5117340.874167789, 779020.7983493265 5117338.440606962, 779008.4753621498 5117333.626525839, 778992.3424618911 5117329.050898166, 778976.8228857397 5117322.900070525, 778969.5966398884 5117323.740000409, 778967.6706694909 5117325.2554744445, 778962.7680174548 5117328.76183879, 778961.3425766919 5117337.636845799, 778962.7504084464 5117344.781627959, 778965.2328472848 5117357.553046905, 778967.9409405054 5117373.184828055, 778970.9987186613 5117402.0364447655, 778970.5165610872 5117426.2179461615)",358.66200000000003,m15,3,34.547264099121094,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711192667,3424652001,0,159013571,,,track,,"LINESTRING (778970.5165610872 5117426.2179461615, 778968.950082848 5117441.588286801, 778966.5842071758 5117454.973925641, 778964.0991235382 5117465.370453725, 778962.5693606155 5117477.046262711, 778961.6131806454 5117487.000286648, 778958.9997437431 5117500.385787022, 778957.6410473527 5117513.572360809, 778957.2434053877 5117522.304906215, 778958.5756817402 5117531.617216604, 778961.847130503 5117542.520805795, 778964.0732107458 5117554.122715606, 778962.6567740545 5117563.309860518, 778958.5561471237 5117570.615738901, 778958.4132902934 5117579.359887208, 778963.3701287787 5117597.086915905, 778968.5729513266 5117609.581440195, 778972.5516371254 5117621.26317005, 778974.363449193 5117631.087186377, 778976.7304016884 5117645.200482361, 778978.9413437817 5117657.3027083445, 778981.1673219453 5117668.904629093, 778980.207183471 5117679.114536657, 778978.8114032059 5117698.890249358, 778980.4539252365 5117717.357022817, 778982.6533450568 5117731.240034972, 778984.7795129769 5117746.901017929, 778985.0095876255 5117765.292336298, 778984.941039487 5117782.256144236, 778986.3588218968 5117805.655812402, 778988.7439402262 5117823.4438962145, 778989.676046198 5117841.878326647, 778989.824164002 5117854.25401206, 778989.4331949396 5117859.780518218)",440.3340000000002,m15,3,40.02613830566406,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711192667,1711192659,0,588926949,,,track,,"LINESTRING (778970.5165610872 5117426.2179461615, 778970.9987186613 5117402.0364447655, 778967.9409405054 5117373.184828055, 778965.2328472848 5117357.553046905, 778962.7504084464 5117344.781627959, 778961.3425766919 5117337.636845799, 778962.7680174548 5117328.76183879, 778967.6706694909 5117325.2554744445, 778969.5966398884 5117323.740000409, 778976.8228857397 5117322.900070525, 778992.3424618911 5117329.050898166, 779008.4753621498 5117333.626525839, 779020.7983493265 5117338.440606962, 779030.4752492632 5117340.874167789, 779036.0910087164 5117344.135891609, 779047.6737254856 5117354.160030258, 779056.0963240908 5117362.04741642, 779064.3212848511 5117368.667766611, 779072.3008222526 5117376.768793267, 779077.9346690224 5117382.180084301, 779084.0612295162 5117385.09773204, 779088.5787129372 5117387.329760477, 779093.9415465437 5117385.781628119, 779097.2435362798 5117382.425107721, 779099.8618473341 5117376.922141267, 779101.499496385 5117367.299761265, 779103.4369984996 5117356.700190257, 779103.3896302064 5117346.700450711, 779101.8443213243 5117336.632470172, 779098.7482974797 5117327.484697734, 779095.6062054434 5117319.347946961, 779095.0802088908 5117308.814280027, 779097.6064245275 5117298.029996672, 779099.2162731187 5117291.056042363, 779101.8217134102 5117286.175945074, 779103.4379926845 5117284.835664606, 779104.9916411776 5117285.040040922)",358.66199999999986,m15,3,34.547264099121094,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1711192745,3424652001,0,159013571,,,track,,"LINESTRING (778981.6699788852 5118119.230384762, 778993.8064504677 5118110.60946224, 779005.4518182089 5118097.145528659, 779013.9205423146 5118087.522581103, 779015.5526391179 5118073.60253536, 779014.4620031685 5118053.557684058, 779012.3681992933 5118033.456004954, 779013.1409937729 5118016.490861649, 779013.1829010916 5117993.491649071, 779014.0007293257 5117975.537706349, 779007.9531664939 5117954.253953095, 778994.42887856 5117920.639244265, 778988.7439884545 5117891.389566311, 778989.4331949396 5117859.780518218)",277.377,m15,3,51.2540397644043,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1769453990,1875944507,0,177136118,,,unclassified,,"LINESTRING (780897.6515903397 5113517.574280057, 780925.2012204804 5113510.430275541, 780933.2681522247 5113508.417197642, 780941.7449971989 5113506.2447706675, 780967.2758721176 5113496.692744284, 781023.4051080759 5113468.046048587, 781039.3543565124 5113457.576595794)",154.447,m10,3,2.754173755645752,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1769453990,1894585953,0,179118622,,Via Damiano Chiesa,unclassified,,"LINESTRING (780897.6515903397 5113517.574280057, 780900.1794594803 5113525.605857536, 780911.5858159307 5113564.2822338715, 780926.2052921578 5113604.475211462, 780935.572599701 5113627.315701789, 780954.7826160358 5113667.85264111, 780976.8987623412 5113708.322394754, 780978.7599987942 5113715.521882588, 780979.5890928409 5113722.77428859, 780978.8182651195 5113728.784397277, 780976.2636140711 5113735.369657155, 780962.2776322272 5113782.602460912, 780948.075597568 5113842.16115913, 780938.6220817184 5113871.242686498, 780929.0596995619 5113925.01304678, 780921.856100874 5113953.318109689, 780916.2402934429 5113977.721291744, 780906.0732877429 5114000.41301281, 780897.7912091424 5114022.857076772, 780882.1584860187 5114070.7382265935, 780849.1036462773 5114166.8751172535, 780817.622846654 5114259.087317437, 780790.3477400449 5114333.010814539, 780784.3617657071 5114350.97316501, 780781.4129204549 5114369.219314992, 780780.1887114297 5114378.203546593, 780776.6041725194 5114387.001771502, 780770.0043404195 5114402.141550829, 780765.8319848562 5114411.436133638, 780759.6509128865 5114425.715558628, 780753.4834334552 5114443.925683896, 780742.3709323457 5114475.458704532, 780732.627881964 5114507.009899698, 780724.0182496094 5114535.618120885, 780722.4480374121 5114552.669329772, 780719.6879673088 5114567.4727962725, 780715.3157516993 5114579.107387519, 780709.9050529156 5114593.811777774, 780692.0215813828 5114659.459201451, 780681.2196265198 5114685.573427841, 780675.6729118469 5114699.024675047, 780672.4314045084 5114719.95172178, 780668.3594968575 5114772.548532793, 780663.4709006068 5114918.40543553, 780663.7017333615 5114986.0733825425, 780668.4942587893 5115041.002076912, 780672.6021552389 5115087.549428923, 780674.9129069252 5115117.893415411)",1666.0949999999998,m10,3,2.5560574531555176,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1769453990,481334605,0,"[40032443, 179118621, 179118622]",,Via Damiano Chiesa,unclassified,,"LINESTRING (780897.6515903397 5113517.574280057, 780892.3102729806 5113518.398481857, 780885.8287163711 5113519.437674098, 780874.4407459877 5113521.6104717925, 780865.8406831473 5113522.586077053, 780848.3563413701 5113521.10637241, 780825.8615448333 5113518.974256729, 780811.3911766419 5113519.814781836, 780796.1283879351 5113523.758666333, 780766.6491829646 5113531.115506083, 780755.2535854869 5113532.442036055)",143.999,m10,3,1.92573881149292,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1769454006,1812883477,0,170140625,,,track,,"LINESTRING (780208.5334855556 5115362.411583727, 780074.7987119866 5115409.57290353)",141.386,m15,3,9.95786190032959,8-10: hard,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1769454006,3566131894,0,313112629,2,Via Giais,secondary,,"LINESTRING (780208.5334855556 5115362.411583727, 780172.7039487108 5115276.06081692, 780135.013261558 5115180.106369939)",196.43200000000002,m12,4,8.533368110656738,8-10: hard,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1769454006,3566131919,0,313112629,2,Via Giais,secondary,,"LINESTRING (780208.5334855556 5115362.411583727, 780239.7705186529 5115435.760557537, 780274.4298653258 5115511.77123274, 780298.0817183536 5115547.510666374)",205.928,m12,4,9.684019088745117,8-10: hard,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1769457393,3545182149,0,"[165395611, 77512365]",,,secondary,,"LINESTRING (779749.0211105208 5114150.317293322, 779748.6619618832 5114149.365722542, 779748.0095217089 5114147.37651974)",3.108,m12,4,13.575807571411133,10-20: extreme,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1812804346,3751713815,0,"[170132576, 170132574]",,,track,,"LINESTRING (784389.4005479377 5109501.225964267, 784383.0341468129 5109514.892972857, 784373.0162705057 5109531.953732411, 784361.1348820141 5109556.966831329, 784352.9559278137 5109588.197024049, 784339.3379997084 5109648.880401898, 784324.2944781411 5109724.294621884, 784314.3768013188 5109776.854651308, 784313.3063487115 5109853.862170963, 784309.6845932661 5109914.184473794, 784317.3376153784 5109964.251259159, 784324.1020089772 5109997.698677796, 784334.373352096 5110011.456902104)",526.602,m15,2,1.8053067922592163,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804346,1812804426,0,170133506,,,track,,"LINESTRING (784389.4005479377 5109501.225964267, 784945.1252997201 5109616.4780369075, 784954.8915508175 5109621.072977616)",576.4,m15,2,1.1210246086120605,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804346,3751713743,0,371606475,,,track,,"LINESTRING (784389.4005479377 5109501.225964267, 784397.016258904 5109486.180548212, 784405.2285516268 5109449.719040989, 784404.1512544823 5109402.539730272, 784407.061019547 5109363.127171796)",140.905,m15,2,1.1840379238128662,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804356,3751713930,0,77512162,,,track,,"LINESTRING (783910.0276174038 5110556.115177398, 783871.4894930825 5110562.616737869, 783844.4933017199 5110571.311049337, 783827.2684171428 5110566.372988683, 783816.8290009901 5110558.430788888, 783810.6546533087 5110548.214071878, 783802.1827281112 5110533.738273248, 783788.3504660714 5110527.2982277945, 783758.802595909 5110519.2968416335, 783729.5518975214 5110504.69590077, 783715.1978379721 5110491.607350972, 783707.5147496015 5110477.992058071, 783694.2931520145 5110458.331330153, 783688.8063496118 5110433.227344534, 783688.2520922151 5110409.175164074, 783680.6453027935 5110393.904522552, 783672.8547444553 5110382.778280931, 783654.3110755763 5110370.320246225, 783644.8506774913 5110359.116905379, 783637.8491787949 5110348.8510643225, 783645.7587243282 5110192.888008805)",549.6389999999999,m15,2,1.6694636344909668,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804356,1812804485,0,77512162,,,track,,"LINESTRING (783910.0276174038 5110556.115177398, 783945.1653232357 5110551.115519857, 783972.5300306063 5110552.381130157, 784002.0857950095 5110560.372810054, 784030.1945047469 5110581.558027725, 784059.2689801172 5110617.6962138275, 784076.4869169618 5110640.860643283, 784083.212795057 5110675.141050877, 784085.3815220483 5110700.0920260735, 784095.2851826452 5110719.60022288, 784103.189169422 5110728.24952406, 784114.6463070735 5110732.097594434, 784136.0595693097 5110736.406461046, 784167.5363999314 5110738.6872303095, 784189.0570872617 5110740.507285015, 784205.6454910648 5110741.275183335)",400.27500000000003,m15,2,1.2393615245819092,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804356,3824639521,0,379094483,,,track,,"LINESTRING (783910.0276174038 5110556.115177398, 783912.0415390335 5110548.748685377, 783912.2346836521 5110537.2007731665, 783915.1012235018 5110524.295694211, 783918.2627136614 5110512.5510325115, 783921.532078452 5110498.306263857, 783927.2556577078 5110477.728539339, 783933.3105046847 5110459.871641049, 783938.0060720713 5110446.95094592, 783942.2172868771 5110434.453204445)",126.287,m15,2,1.6659067869186401,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804359,1812804382,0,77512162,,,track,,"LINESTRING (783640.3363242347 5110097.110323608, 783628.1572567963 5110090.747108683, 783605.048640833 5110087.196967427, 783585.5243112526 5110078.000654594, 783572.6466168102 5110070.658929806, 783438.5178271199 5110021.51263236, 783322.2008684354 5109966.433089897, 783274.8626568525 5109947.671201193, 783243.9584547831 5109937.260830533, 783228.8797877443 5109937.144301493, 783220.0577222016 5109938.27385731)",451.179,m15,2,1.4155808687210083,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804359,3751713930,0,77512162,,,track,,"LINESTRING (783640.3363242347 5110097.110323608, 783644.1232211045 5110122.970708386, 783647.1541482685 5110165.363137444, 783645.7587243282 5110192.888008805)",96.172,m15,2,1.251382827758789,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804367,3812605487,0,77512142,,,track,,"LINESTRING (784858.0884701443 5110166.730344314, 784858.7409889342 5110130.45295743)",36.275,m15,2,2.544069528579712,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804367,1812804430,0,77512142,,,track,,"LINESTRING (784858.0884701443 5110166.730344314, 784842.1246375709 5110188.368937652, 784792.0835895892 5110245.692102081, 784772.7656366078 5110267.999180841, 784751.1478312521 5110339.901337177, 784736.8366854342 5110415.460271587, 784726.721140954 5110526.007193599, 784727.3541061021 5110584.021856394, 784728.5010276504 5110613.078837174, 784715.088696612 5110651.392064214, 784709.1908908193 5110670.992557814)",543.331,m15,2,1.58877694606781,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804367,3824639515,0,379094492,,,track,,"LINESTRING (784858.0884701443 5110166.730344314, 784876.7688463014 5110174.210503205, 784893.3109077895 5110178.017527554, 784905.8989552823 5110183.890187036, 784916.974332643 5110191.140094599)",64.03,m15,2,3.218397378921509,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804370,1812804430,0,77512142,,,track,,"LINESTRING (784687.9440238449 5110699.011083321, 784701.0029200321 5110686.356179946, 784709.1908908193 5110670.992557814)",35.548,m15,2,1.6555531024932861,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804370,912294522,0,77512142,,,track,,"LINESTRING (784687.9440238449 5110699.011083321, 784685.4851033089 5110716.288197252, 784694.6728909723 5110753.868039874, 784697.4214421995 5110781.462810095, 784700.9768598694 5110799.842737263, 784709.357731068 5110817.900890073, 784716.1055068492 5110838.098966567, 784718.9718857275 5110866.322726373, 784715.2870197139 5110898.339930769, 784713.390843519 5110934.54850062, 784714.8333338008 5110964.910742176, 784714.9138182729 5110991.736041464, 784710.758954494 5111010.170359481, 784701.1806572494 5111060.530122724, 784690.4193490958 5111113.685306543)",422.12,m15,2,1.971901774406433,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804370,912297115,0,77512228,,,track,,"LINESTRING (784687.9440238449 5110699.011083321, 784629.6681705557 5110721.8613370275, 784442.8753204697 5110785.897137376, 784424.9030633639 5110798.44736237, 784410.6249133137 5110814.698198929, 784398.7089642653 5110829.2882101955)",321.56600000000003,m15,2,1.4703556299209595,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804382,1812804488,0,77512162,,,track,,"LINESTRING (783220.0577222016 5109938.27385731, 783242.5289174028 5110125.965770593)",188.977,m15,2,1.7384350299835205,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804382,1812804359,0,77512162,,,track,,"LINESTRING (783220.0577222016 5109938.27385731, 783228.8797877443 5109937.144301493, 783243.9584547831 5109937.260830533, 783274.8626568525 5109947.671201193, 783322.2008684354 5109966.433089897, 783438.5178271199 5110021.51263236, 783572.6466168102 5110070.658929806, 783585.5243112526 5110078.000654594, 783605.048640833 5110087.196967427, 783628.1572567963 5110090.747108683, 783640.3363242347 5110097.110323608)",451.17900000000003,m15,2,1.412353277206421,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804426,3824639506,0,170133506,,,track,,"LINESTRING (784954.8915508175 5109621.072977616, 784958.8458812084 5109622.514584026)",4.196,m15,2,3.2122836112976074,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804426,3812605487,0,"[77512142, 170132575]",,,track,,"LINESTRING (784954.8915508175 5109621.072977616, 784947.6750378164 5109633.163585815, 784945.8287734411 5109637.219736937, 784942.1919180342 5109644.967204522, 784931.1288600536 5109657.636467783, 784918.671118346 5109669.806821303, 784901.4205589166 5109691.430210982, 784886.6106235276 5109716.228676895, 784862.3003562777 5109768.788642665, 784811.1919728464 5109869.607043935, 784804.624924808 5109885.7472297745, 784816.4893218991 5109919.431940235, 784855.7577414326 5109966.122942758, 784863.7680532213 5109990.521478188, 784863.8959014856 5110023.673029907, 784859.6640653994 5110078.990348338, 784858.7409889342 5110130.45295743)",568.298,m15,2,1.8712713718414307,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804426,1812804346,0,170133506,,,track,,"LINESTRING (784954.8915508175 5109621.072977616, 784945.1252997201 5109616.4780369075, 784389.4005479377 5109501.225964267)",576.4,m15,2,1.125544548034668,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804430,1812804367,0,77512142,,,track,,"LINESTRING (784709.1908908193 5110670.992557814, 784715.088696612 5110651.392064214, 784728.5010276504 5110613.078837174, 784727.3541061021 5110584.021856394, 784726.721140954 5110526.007193599, 784736.8366854342 5110415.460271587, 784751.1478312521 5110339.901337177, 784772.7656366078 5110267.999180841, 784792.0835895892 5110245.692102081, 784842.1246375709 5110188.368937652, 784858.0884701443 5110166.730344314)",543.3309999999999,m15,2,1.6075533628463745,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804430,1812804370,0,77512142,,,track,,"LINESTRING (784709.1908908193 5110670.992557814, 784701.0029200321 5110686.356179946, 784687.9440238449 5110699.011083321)",35.548,m15,2,1.6523571014404297,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804430,1812804447,0,170132577,,,track,,"LINESTRING (784709.1908908193 5110670.992557814, 784777.0626400763 5110659.232089833, 784806.3575000262 5110654.790218291, 784838.96861266 5110650.502336466, 784896.2492699035 5110634.109962504, 785001.5673221187 5110603.380517757, 785037.9653294673 5110607.642165627)",336.252,m15,2,1.8837778568267822,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804447,540415196,0,77512163,,Via San Foca,unclassified,,"LINESTRING (785037.9653294673 5110607.642165627, 785041.3400285055 5110589.349895982)",18.596,m10,3,2.205681800842285,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1812804447,912300551,0,77512163,,Via San Foca,unclassified,,"LINESTRING (785037.9653294673 5110607.642165627, 785010.3146168017 5110757.546295146, 784994.8439723244 5110837.159494361)",233.469,m10,3,1.7902112007141113,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1812804447,1812804430,0,170132577,,,track,,"LINESTRING (785037.9653294673 5110607.642165627, 785001.5673221187 5110603.380517757, 784896.2492699035 5110634.109962504, 784838.96861266 5110650.502336466, 784806.3575000262 5110654.790218291, 784777.0626400763 5110659.232089833, 784709.1908908193 5110670.992557814)",336.252,m15,2,1.8837778568267822,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1812804485,1812804356,0,77512162,,,track,,"LINESTRING (784205.6454910648 5110741.275183335, 784189.0570872617 5110740.507285015, 784167.5363999314 5110738.6872303095, 784136.0595693097 5110736.406461046, 784114.6463070735 5110732.097594434, 784103.189169422 5110728.24952406, 784095.2851826452 5110719.60022288, 784085.3815220483 5110700.0920260735, 784083.212795057 5110675.141050877, 784076.4869169618 5110640.860643283, 784059.2689801172 5110617.6962138275, 784030.1945047469 5110581.558027725, 784002.0857950095 5110560.372810054, 783972.5300306063 5110552.381130157, 783945.1653232357 5110551.115519857, 783910.0276174038 5110556.115177398)",400.27500000000003,m15,2,1.2260844707489014,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
