u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,rule,lts,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
564874472,912297042,0,77512218,,Via Circonvallazione,tertiary,,"LINESTRING (784331.0234262351 5111453.177660881, 784294.5236436459 5111397.87751704, 784267.238149628 5111362.366118051)",110.885,m10,3,1.9488210678100586,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
564874472,912312036,0,77512355,,Via John Fitzgerald Kennedy,residential,,"LINESTRING (784331.0234262351 5111453.177660881, 784310.0207696207 5111464.474282966, 784292.0975380546 5111469.322363835, 784268.6558341171 5111473.914911896, 784248.6269241692 5111473.221145813, 784228.2013120432 5111473.232774318)",106.431,m9,2,1.493019938468933,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
564874472,912311677,0,77512355,,Via John Fitzgerald Kennedy,residential,,"LINESTRING (784331.0234262351 5111453.177660881, 784386.1034483917 5111420.056516189, 784413.5343022884 5111394.071803644, 784454.6791870754 5111389.398312126, 784484.7422791328 5111388.520276469, 784502.8489395714 5111386.40902333)",191.243,m9,2,1.9566900730133057,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
564874513,1812847619,0,170138065,,,track,,"LINESTRING (784496.8120365756 5112812.158302765, 784614.3668085055 5112840.835841052)",120.599,m15,2,2.245136022567749,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
564874513,4703791323,0,77512304,,Via Maniago,tertiary,,"LINESTRING (784496.8120365756 5112812.158302765, 784468.3184892118 5112906.93387992, 784444.7194075678 5112987.017021681, 784435.0328838597 5113028.420275642)",224.886,m10,3,1.9003417491912842,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
564874513,8462995353,0,77512304,,Via Maniago,tertiary,,"LINESTRING (784496.8120365756 5112812.158302765, 784519.6219023041 5112735.089365977, 784549.9430145372 5112633.161631639, 784576.5848874066 5112543.121372282, 784599.9254338676 5112463.494144205, 784620.6465619297 5112395.102064377)",434.878,m10,3,2.9786791801452637,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
564874513,3855089606,0,382316972,,,track,,"LINESTRING (784496.8120365756 5112812.158302765, 784471.4226202402 5112808.921272222, 784434.5498410033 5112802.991993556, 784361.2038541238 5112789.527088032, 784303.7615742411 5112777.445776778, 784246.9532863584 5112765.717275047, 784171.0405949344 5112751.478898886, 784124.5656034242 5112741.855716467, 784099.5042209004 5112734.204180501, 784065.412376604 5112723.896745324, 784054.2492079833 5112721.309022338, 784043.1321534144 5112722.408755028, 784035.0668295724 5112722.491863642, 784009.6707280031 5112718.555047823, 783956.1595462196 5112706.013302567, 783869.9864650348 5112688.063974612, 783811.8786506234 5112676.279504566, 783705.0299162676 5112654.448026977, 783625.9065720118 5112639.099502417, 783566.0378722113 5112625.020416295)",947.365,m15,2,1.928086280822754,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
564874543,1947733596,0,77512304,,Via Maniago,tertiary,,"LINESTRING (784515.2637422199 5114085.299294701, 784525.188099232 5114161.760045097, 784532.7425847063 5114220.207495838, 784544.3029694713 5114310.784165953, 784556.6438828942 5114406.55214923, 784569.5444152642 5114504.929262009, 784579.4133059955 5114588.212841159, 784588.6094412416 5114658.126752221, 784590.9881542614 5114677.265113401)",596.6030000000001,m10,3,2.509953737258911,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
564874543,2142857630,0,77512304,,Via Maniago,tertiary,,"LINESTRING (784515.2637422199 5114085.299294701, 784506.584660536 5114017.870320633, 784498.2981751461 5113954.323074523)",132.029,m10,3,1.7509424686431885,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
564874543,1947733632,0,184311754,,,track,,"LINESTRING (784515.2637422199 5114085.299294701, 784487.7760066926 5114106.882137893, 784445.5141339139 5114140.528188594, 784416.1433326155 5114164.829722075, 784333.8327782785 5114215.658263544, 784304.8150803683 5114232.528041776, 784254.5813476639 5114263.322813032, 784186.1296935726 5114306.511891044, 784120.8685291111 5114348.201650806, 784069.602033353 5114378.938787933)",533.224,m15,2,1.8621047735214233,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
568271303,568271368,0,903005247,,Via Partidor,unclassified,,"LINESTRING (786688.2034852332 5110281.732126019, 786688.8786931732 5110286.684968562, 786689.5611113838 5110291.6492821835, 786708.5621528731 5110428.440602579, 786708.9955936458 5110433.426699333, 786709.3589404651 5110438.420657377, 786709.6990948559 5110443.413532565, 786709.9851351855 5110448.403880983, 786710.1077981753 5110453.408868896, 786709.6326248853 5110458.44161146)",178.13200000000003,m10,3,2.5955495834350586,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271368,3812605538,0,44820495,,Via Partidor,unclassified,,"LINESTRING (786709.6326248853 5110458.44161146, 786709.0729361585 5110463.459273326, 786708.226704296 5110468.474689084, 786708.0352623713 5110469.256278452, 786690.9151389068 5110535.429125574)",79.26299999999999,m10,3,2.3908910751342773,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271368,1812875797,0,170140016,,,track,,"LINESTRING (786709.6326248853 5110458.44161146, 786763.805863946 5110455.860907527, 786926.5056879524 5110444.4446050655, 786961.9273112784 5110426.191951773)",256.332,m15,2,3.2520532608032227,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
568271368,568271303,0,903005247,,Via Partidor,unclassified,,"LINESTRING (786709.6326248853 5110458.44161146, 786710.1077981753 5110453.408868896, 786709.9851351855 5110448.403880983, 786709.6990948559 5110443.413532565, 786709.3589404651 5110438.420657377, 786708.9955936458 5110433.426699333, 786708.5621528731 5110428.440602579, 786689.5611113838 5110291.6492821835, 786688.8786931732 5110286.684968562, 786688.2034852332 5110281.732126019)",178.132,m10,3,2.5955495834350586,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271411,3812605580,0,44820495,,Via Partidor,unclassified,,"LINESTRING (786631.5839371423 5110764.99639741, 786630.373479269 5110769.850068375, 786627.6588926851 5110781.03568339)",16.507,m10,3,1.7308984994888306,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271411,3812605549,0,44820495,,Via Partidor,unclassified,,"LINESTRING (786631.5839371423 5110764.99639741, 786632.794396416 5110760.14272663, 786667.3173568945 5110626.685536505)",142.8,m10,3,1.865067958831787,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271492,3391379760,0,44820495,,Via Partidor,unclassified,,"LINESTRING (786568.3355970246 5111025.27851299, 786544.0610097824 5111122.961405931)",100.618,m10,3,2.225726366043091,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271492,3812605580,0,44820495,,Via Partidor,unclassified,,"LINESTRING (786568.3355970246 5111025.27851299, 786627.6588926851 5110781.03568339)",251.256,m10,3,1.7645944356918335,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271492,912297073,0,"[189602432, 77512202]",,Via delle Centrali,track,,"LINESTRING (786568.3355970246 5111025.27851299, 785951.8627607645 5110950.447872044, 785868.6897193221 5110940.4393772315)",702.345,m15,2,1.7355329990386963,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
568271500,1812883476,0,170140626,,,track,,"LINESTRING (786408.3763138857 5111670.432533398, 786420.9518576948 5111675.818215757, 786443.4004534343 5111693.210859933, 786466.2221808573 5111706.423419524)",68.265,m15,2,5.2829413414001465,5-8: medium,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
568271500,592629839,0,170140626,,,track,,"LINESTRING (786408.3763138857 5111670.432533398, 786399.4110707932 5111667.353109578, 786356.5306721518 5111662.0454775775, 786312.6317003944 5111663.794238938, 786218.1459461092 5111666.702457778, 786203.1588405387 5111669.34382174, 786196.2980431817 5111690.067455929, 786195.4415417467 5111692.655178189, 786186.6347266503 5111719.233715657, 786168.3370266871 5111809.491325113, 786123.1490344442 5111983.949851367)",530.411,m15,2,4.385850429534912,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
568271500,592629834,0,"[332035213, 903005246]",,Via Partidor,unclassified,,"LINESTRING (786408.3763138857 5111670.432533398, 786407.1810544329 5111675.298069776, 786404.3778478197 5111684.909677445, 786403.3747769962 5111689.806450894, 786402.2490827477 5111694.675233947, 786401.0461014721 5111699.540410596, 786399.8585792335 5111704.406308737, 786398.6561191592 5111709.260375746, 786397.4691180945 5111714.115164247, 786396.2666607838 5111718.9692316195, 786395.0636864332 5111723.834409176, 786391.5878114093 5111738.068722663, 786379.3783538211 5111784.930652021, 786362.644321322 5111852.903448402, 786345.6749783733 5111919.45124658, 786330.0886264534 5111977.445733525, 786321.6153252509 5112002.1802626755)",342.878,m10,3,2.7376956939697266,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
568271500,3391379777,0,"[332035213, 332035214, 44820495]",,Via Partidor,unclassified,,"LINESTRING (786408.3763138857 5111670.432533398, 786410.3597985709 5111660.626795875, 786416.6005627313 5111635.944029739, 786418.2229578758 5111629.394895421)",42.196,m10,4,11.839299201965332,10-20: extreme,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629806,540415207,0,332035217,,Via Partidor,unclassified,,"LINESTRING (784874.3681890549 5111657.226968451, 784805.6332877557 5111638.237991714)",71.075,m10,3,4.60627555847168,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629806,10692830856,0,"[332035216, 77512148]",,Via Partidor,unclassified,,"LINESTRING (784874.3681890549 5111657.226968451, 784888.0057855279 5111661.11108138, 784893.5040061942 5111662.468555603)",19.777,m10,3,5.100185394287109,5-8: medium,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629806,912288399,0,"[1220310162, 332035223]",,,track,,"LINESTRING (784874.3681890549 5111657.226968451, 784899.8461159095 5111590.247552324, 784926.0019811569 5111573.2465673555, 784952.2538197162 5111578.039283794, 785398.9891407504 5111657.327422784, 785501.4619253562 5111670.499480671, 785539.2018287048 5111668.091008437, 785604.8547165962 5111663.563439862, 785645.6479244169 5111665.951733858)",828.469,m15,2,1.8335070610046387,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
592629834,592629835,0,903005246,,Via Partidor,unclassified,,"LINESTRING (786321.6153252509 5112002.1802626755, 786310.2304258589 5112021.590431054)",22.482,m10,3,4.433414459228516,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629834,568271500,0,"[332035213, 903005246]",,Via Partidor,unclassified,,"LINESTRING (786321.6153252509 5112002.1802626755, 786330.0886264534 5111977.445733525, 786345.6749783733 5111919.45124658, 786362.644321322 5111852.903448402, 786379.3783538211 5111784.930652021, 786391.5878114093 5111738.068722663, 786395.0636864332 5111723.834409176, 786396.2666607838 5111718.9692316195, 786397.4691180945 5111714.115164247, 786398.6561191592 5111709.260375746, 786399.8585792335 5111704.406308737, 786401.0461014721 5111699.540410596, 786402.2490827477 5111694.675233947, 786403.3747769962 5111689.806450894, 786404.3778478197 5111684.909677445, 786407.1810544329 5111675.298069776, 786408.3763138857 5111670.432533398)",342.878,m10,3,2.7539658546447754,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629835,2197381442,0,187088268,,Via Antonio dell'Agnolo - Pellegrin,unclassified,,"LINESTRING (786310.2304258589 5112021.590431054, 786304.7149345636 5112032.400493745)",12.126,m10,3,4.328153610229492,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629835,592629834,0,903005246,,Via Partidor,unclassified,,"LINESTRING (786310.2304258589 5112021.590431054, 786321.6153252509 5112002.1802626755)",22.482,m10,3,5.961711406707764,5-8: medium,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629835,592629839,0,77512148,,Via Partidor,unclassified,,"LINESTRING (786310.2304258589 5112021.590431054, 786285.5724707386 5112024.849230775, 786266.9393365631 5112021.819997592, 786194.2324332895 5112002.607245156, 786123.1490344442 5111983.949851367)",191.80200000000002,m10,3,1.8394451141357422,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629839,912305643,0,77512148,,Via Partidor,unclassified,,"LINESTRING (786123.1490344442 5111983.949851367, 786071.280414938 5111970.130450839, 785998.8521071353 5111951.567743814, 785934.4870861137 5111934.650890119, 785861.6325616837 5111915.747122321, 785806.0889601135 5111900.990628266, 785787.9445611774 5111896.605029242)",345.25300000000004,m10,3,1.941351294517517,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629839,592629835,0,77512148,,Via Partidor,unclassified,,"LINESTRING (786123.1490344442 5111983.949851367, 786194.2324332895 5112002.607245156, 786266.9393365631 5112021.819997592, 786285.5724707386 5112024.849230775, 786310.2304258589 5112021.590431054)",191.80199999999996,m10,3,1.8394451141357422,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
592629839,568271500,0,170140626,,,track,,"LINESTRING (786123.1490344442 5111983.949851367, 786168.3370266871 5111809.491325113, 786186.6347266503 5111719.233715657, 786195.4415417467 5111692.655178189, 786196.2980431817 5111690.067455929, 786203.1588405387 5111669.34382174, 786218.1459461092 5111666.702457778, 786312.6317003944 5111663.794238938, 786356.5306721518 5111662.0454775775, 786399.4110707932 5111667.353109578, 786408.3763138857 5111670.432533398)",530.4110000000001,m15,2,4.371748924255371,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
592629839,11307817385,0,1220310167,,,track,,"LINESTRING (786123.1490344442 5111983.949851367, 786115.9253820346 5112017.616770354, 785787.7978813279 5111933.518864764)",372.029,m15,2,1.4364618062973022,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
665371476,912305827,0,52285715,1,Via Montereale,unclassified,,"LINESTRING (782468.3862816453 5113628.752349591, 782481.4933555909 5113610.451100069)",22.485,m10,3,1.2279821634292603,0-3: flat,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371476,912310417,0,77512280,2,Via San Martino,primary,,"LINESTRING (782468.3862816453 5113628.752349591, 782470.2735890687 5113637.367606648)",8.816,m12,4,1.3763476610183716,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
665371476,912297744,0,77512280,2,Via San Martino,primary,,"LINESTRING (782468.3862816453 5113628.752349591, 782465.7392065607 5113610.070726639)",18.862,m12,4,1.5403096675872803,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
665371479,912310417,0,77512121,1,Via Montereale,unclassified,,"LINESTRING (782500.8393999669 5113598.237825555, 782470.2735890687 5113637.367606648)",49.589,m10,3,0.9879156351089478,0-3: flat,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371479,5774515722,0,77512257,,Via Montereale,unclassified,,"LINESTRING (782500.8393999669 5113598.237825555, 782529.1497607643 5113576.985065077, 782584.4822670477 5113537.749491169, 782637.6852825144 5113504.584264301, 782665.5222725713 5113485.5592370825)",199.19,m10,3,1.6795623302459717,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371487,3960406625,0,"[332035211, 77512270]",,"['Largo Nazario Sauro', 'Via Montereale']",unclassified,,"LINESTRING (784491.8247795196 5111590.160175508, 784506.3169973546 5111594.327968199, 784521.7757316367 5111594.354260216, 784535.5500194273 5111590.450177038, 784548.2262117248 5111580.661056763, 784553.0730435606 5111568.504875446, 784559.9925549768 5111510.9739850275, 784563.4494065046 5111476.841872173, 784569.2591673123 5111453.106558919)",190.42800000000003,m10,3,3.0343048572540283,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371487,665371602,0,332035211,,Via Montereale,unclassified,,"LINESTRING (784491.8247795196 5111590.160175508, 784475.2199164307 5111583.445046781, 784466.8650217805 5111583.558838145, 784463.1604576381 5111587.952031331)",31.922,m10,3,4.300909042358398,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371492,3960406625,0,77512270,,Largo Nazario Sauro,unclassified,,"LINESTRING (784572.3464530649 5111440.479121726, 784569.2591673123 5111453.106558919)",12.995,m10,3,1.3987398147583008,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371492,912303017,0,77512108,,Via Giulia,residential,,"LINESTRING (784572.3464530649 5111440.479121726, 784562.5650335271 5111437.776593643, 784550.3611848154 5111428.348252497, 784537.4668205269 5111418.27556554)",41.824,m9,2,1.490030288696289,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
665371492,912309073,0,77512124,,Via Giulia,unclassified,,"LINESTRING (784572.3464530649 5111440.479121726, 784583.9487656469 5111438.823667848, 784598.358314106 5111439.937129406, 784615.9924433806 5111443.337854721, 784620.3078508393 5111445.653400382, 784627.8395606471 5111446.75975798, 784639.5315523711 5111446.845455288, 784656.5019775694 5111448.690177212, 784675.8225441487 5111448.461698897)",104.371,m10,3,1.4699313640594482,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371506,912309073,0,77512124,,Via Giulia,unclassified,,"LINESTRING (784681.781643639 5111448.57107268, 784675.8225441487 5111448.461698897)",5.94,m10,3,1.6380650997161865,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371506,912289982,0,646459693,,Piazza Giulio Cesare,unclassified,,"LINESTRING (784681.781643639 5111448.57107268, 784701.174371154 5111445.117186538)",19.633,m10,3,2.047581911087036,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371525,912310727,0,77512074,,Via della Madonna,residential,,"LINESTRING (784810.0570753904 5111159.951648508, 784794.6689312381 5111151.1990147615, 784781.8515244762 5111145.638645758, 784754.449678651 5111136.874351792, 784725.9919166425 5111130.332526902, 784704.2005069419 5111123.187035818)",112.22,m9,2,2.272817611694336,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
665371525,912301726,0,"[77512072, 77512187]",,Via Traiano,residential,,"LINESTRING (784810.0570753904 5111159.951648508, 784808.0225262209 5111170.412208185, 784806.8609405534 5111177.58422863, 784804.6084709612 5111185.39593891, 784801.2166458685 5111196.394758586, 784797.3094282402 5111214.829393511, 784792.5228974547 5111249.879577402, 784788.8484304422 5111281.496440479, 784784.3474394075 5111314.900920828, 784779.3369345753 5111343.427374621, 784775.012419601 5111363.3457343215)",206.60600000000002,m9,2,1.748460054397583,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
665371525,665371536,0,77512369,,Via della Madonna,residential,,"LINESTRING (784810.0570753904 5111159.951648508, 784831.3066761303 5111167.584556662, 784839.9135828805 5111170.566999166, 784894.4623556191 5111181.727216625)",87.078,m9,2,1.5489864349365234,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
665371536,665371525,0,77512369,,Via della Madonna,residential,,"LINESTRING (784894.4623556191 5111181.727216625, 784839.9135828805 5111170.566999166, 784831.3066761303 5111167.584556662, 784810.0570753904 5111159.951648508)",87.078,m9,2,1.6210353374481201,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
665371536,3960406621,0,392848069,1,Via della Madonna,residential,,"LINESTRING (784894.4623556191 5111181.727216625, 784912.9275474275 5111177.418087196, 784930.778696833 5111168.649200601)",38.735,m9,2,1.944850206375122,0-3: flat,1.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
665371540,912302996,0,77512163,,Via San Foca,unclassified,,"LINESTRING (784927.858858603 5111188.165075617, 784925.8663243446 5111199.718690423)",11.721,m10,3,1.4814887046813965,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371540,3960406621,0,77512163,,Via San Foca,unclassified,,"LINESTRING (784927.858858603 5111188.165075617, 784930.778696833 5111168.649200601)",19.728,m10,3,1.9582290649414062,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371540,665371536,0,392848068,1,Via della Madonna,residential,,"LINESTRING (784927.858858603 5111188.165075617, 784894.4623556191 5111181.727216625)",33.896,m9,2,1.3158676624298096,0-3: flat,1.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
665371590,3855089606,0,77512257,,Via Montereale,unclassified,,"LINESTRING (783041.5171747819 5113097.653252724, 783137.1063620811 5113024.217406629, 783217.8425053421 5112958.903923433, 783288.5398994964 5112904.929553976, 783371.5937585635 5112839.635768369, 783409.9628488709 5112810.656673518, 783443.0362478751 5112779.8187412685, 783476.9253241064 5112735.691552121, 783541.9004145841 5112654.667491107, 783566.0378722113 5112625.020416295)",708.702,m10,3,1.770512342453003,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
